# Phonon dispersion from ShengBTE
# Path: G -> K -> M -> G
# Tick positions:
#       G  d = 0.000000
#       K  d = 1.710820
#       M  d = 2.566230
#       G  d = 4.047844
#       distance               qx               qy               qz     omega_1(THz)     omega_2(THz)     omega_3(THz)     omega_4(THz)     omega_5(THz)     omega_6(THz)
        3.541564         0.170854        -0.000000         0.000000         2.227874        10.370915        17.011707        26.107899        46.398349        49.245148
        3.549009         0.168342        -0.000000         0.000000         2.163069        10.240020        16.777033        26.131765        46.436199        49.249909
        3.556454         0.165829        -0.000000         0.000000         2.099585        10.107792        16.541427        26.155024        46.474022        49.252945
        3.563900         0.163317        -0.000000         0.000000         2.036725         9.974942        16.305387        26.178000        46.511824        49.255163
        3.571345         0.160804        -0.000000         0.000000         1.974985         9.840991        16.068577        26.200472        46.549581        49.255914
        3.578790         0.158291        -0.000000         0.000000         1.914294         9.706031        15.831063        26.222482        46.587275        49.255291
        3.586236         0.155779        -0.000000         0.000000         1.854234         9.570470        15.593127        26.244215        46.624928        49.253842
        3.593681         0.153266        -0.000000         0.000000         1.795587         9.433587        15.354267        26.265337        46.662465        49.250549
        3.601126         0.150754        -0.000000         0.000000         1.737712         9.296001        15.114915        26.286131        46.699921        49.246257
        3.608572         0.148241        -0.000000         0.000000         1.680622         9.157703        14.875064        26.306592        46.737295        49.240949
        3.616017         0.145729        -0.000000         0.000000         1.624942         9.018158        14.634340        26.326464        46.774486        49.233837
        3.623462         0.143216        -0.000000         0.000000         1.569901         8.878062        14.393228        26.346074        46.811582        49.225920
        3.630907         0.140704        -0.000000         0.000000         1.515936         8.737043        14.151469        26.365242        46.848511        49.216648
        3.638353         0.138191        -0.000000         0.000000         1.463101         8.595086        13.909050        26.383954        46.885236        49.205986
        3.645798         0.135678        -0.000000         0.000000         1.410905         8.452602        13.666260        26.402410        46.921839        49.194543
        3.653243         0.133166        -0.000000         0.000000         1.360079         8.309016        13.422693        26.420321        46.958156        49.181460
        3.660689         0.130653        -0.000000         0.000000         1.310095         8.164774        13.178663        26.437902        46.994273        49.167400
        3.668134         0.128141        -0.000000         0.000000         1.260840         8.019965        12.934232        26.455198        47.030217        49.152495
        3.675579         0.125628        -0.000000         0.000000         1.213070         7.874039        12.689010        26.471919        47.065766        49.135937
        3.683024         0.123116        -0.000000         0.000000         1.165941         7.727646        12.443456        26.488396        47.101126        49.118694
        3.690470         0.120603        -0.000000         0.000000         1.119831         7.580514        12.197376        26.504484        47.136183        49.100369
        3.697915         0.118090        -0.000000         0.000000         1.074916         7.432548        11.950702        26.520122        47.170849        49.080846
        3.705360         0.115578        -0.000000         0.000000         1.030641         7.284141        11.703712        26.535519        47.205296        49.060697
        3.712806         0.113065        -0.000000         0.000000         0.987672         7.134855        11.456094        26.550429        47.239273        49.039322
        3.720251         0.110553        -0.000000         0.000000         0.945605         6.984987        11.208056        26.565006        47.272896        49.017165
        3.727696         0.108040        -0.000000         0.000000         0.904203         6.834690        10.959710        26.579337        47.306259        48.994431
        3.735142         0.105528        -0.000000         0.000000         0.864340         6.683438        10.710675        26.593106        47.338967        48.970481
        3.742587         0.103015        -0.000000         0.000000         0.825113         6.531809        10.461364        26.606644        47.371384        48.946080
        3.750032         0.100503        -0.000000         0.000000         0.786835         6.379616        10.211645        26.619838        47.403366        48.921009
        3.757477         0.097990        -0.000000         0.000000         0.749801         6.226718         9.961411        26.632583        47.434736        48.895170
        3.764923         0.095477        -0.000000         0.000000         0.713400         6.073468         9.710918        26.645102        47.465782        48.868972
        3.772368         0.092965        -0.000000         0.000000         0.678227         5.919553         9.459938        26.657181        47.496182        48.842133
        3.779813         0.090452        -0.000000         0.000000         0.644005         5.765147         9.208594        26.668922        47.526049        48.814893
        3.787259         0.087940        -0.000000         0.000000         0.610413         5.610417         8.957010        26.680439        47.555561        48.787392
        3.794704         0.085427        -0.000000         0.000000         0.578321         5.454951         8.704878        26.691426        47.584180        48.759417
        3.802149         0.082915        -0.000000         0.000000         0.546890         5.299177         8.452515        26.702179        47.612383        48.731306
        3.809594         0.080402        -0.000000         0.000000         0.516328         5.142998         8.199848        26.712625        47.640038        48.703017
        3.817040         0.077889        -0.000000         0.000000         0.487044         4.986256         7.946754        26.722622        47.666844        48.674609
        3.824485         0.075377        -0.000000         0.000000         0.458380         4.829250         7.693461        26.732402        47.693226        48.646188
        3.831930         0.072864        -0.000000         0.000000         0.430852         4.671770         7.439805        26.741783        47.718813        48.617797
        3.839376         0.070352        -0.000000         0.000000         0.404311         4.513903         7.185852        26.750817        47.743676        48.589548
        3.846821         0.067839        -0.000000         0.000000         0.378382         4.355798         6.931716        26.759637        47.768086        48.561400
        3.854266         0.065327        -0.000000         0.000000         0.353850         4.197178         6.677179        26.767967        47.791424        48.533627
        3.861712         0.062814        -0.000000         0.000000         0.330017         4.038316         6.422453        26.776051        47.814200        48.506127
        3.869157         0.060302        -0.000000         0.000000         0.306965         3.879184         6.167516        26.783861        47.836349        48.478934
        3.876602         0.057789        -0.000000         0.000000         0.285203         3.719635         5.912248        26.791215        47.857417        48.452410
        3.884047         0.055276        -0.000000         0.000000         0.264035         3.559904         5.656835        26.798359        47.877972        48.426245
        3.891493         0.052764        -0.000000         0.000000         0.243899         3.399861         5.401173        26.805137        47.897625        48.400747
        3.898938         0.050251        -0.000000         0.000000         0.224760         3.239540         5.145286        26.811559        47.916372        48.376019
        3.906383         0.047739        -0.000000         0.000000         0.206203         3.079058         4.889269        26.817772        47.934582        48.351759
        3.913829         0.045226        -0.000000         0.000000         0.188909         2.918249         4.632986        26.823528        47.951595        48.328639
        3.921274         0.042714        -0.000000         0.000000         0.172323         2.757271         4.376563        26.829025        47.967906        48.306251
        3.928719         0.040201        -0.000000         0.000000         0.156412         2.596131         4.120007        26.834274        47.983550        48.284560
        3.936164         0.037688        -0.000000         0.000000         0.141743         2.434717         3.863224        26.839058        47.997906        48.264321
        3.943610         0.035176        -0.000000         0.000000         0.127610         2.273192         3.606348        26.843636        48.011683        48.244772
        3.951055         0.032663        -0.000000         0.000000         0.114356         2.111489         3.349323        26.847876        48.024503        48.226378
        3.958500         0.030151        -0.000000         0.000000         0.102025         1.949615         3.092152        26.851747        48.036255        48.209342
        3.965946         0.027638        -0.000000         0.000000         0.090196         1.787649         2.834905        26.855412        48.047412        48.193076
        3.973391         0.025126        -0.000000         0.000000         0.079381         1.625511         2.577510        26.858649        48.057310        48.178490
        3.980836         0.022613        -0.000000         0.000000         0.069172         1.463277         2.320033        26.861610        48.066385        48.165043
        3.988282         0.020101        -0.000000         0.000000         0.059455         1.300967         2.062491        26.864346        48.074792        48.152521
        3.995727         0.017588        -0.000000         0.000000         0.050683         1.138519         1.804830        26.866604        48.081753        48.142066
        4.003172         0.015075        -0.000000         0.000000         0.042260         0.976025         1.547129        26.868659        48.088095        48.132516
        4.010617         0.012563        -0.000000         0.000000         0.034370         0.813458         1.289365        26.870399        48.093476        48.124374
        4.018063         0.010050        -0.000000         0.000000         0.027001         0.650826         1.031544        26.871753        48.097670        48.118005
        4.025508         0.007538        -0.000000         0.000000         0.019868         0.488165         0.773698        26.872904        48.101238        48.112575
        4.032953         0.005025        -0.000000         0.000000         0.013118         0.325458         0.515812        26.873649        48.103552        48.109044
        4.040399         0.002513        -0.000000         0.000000         0.006510         0.162735         0.257911        26.874100        48.104953        48.106904
        4.047844         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000        26.874348        48.105724        48.105724
